1,Lookup,Succeeded,6,0.007989
2,Lookup,Succeeded,8,0.011194
3,Lookup,Succeeded,6,0.008615
4,Lookup,Succeeded,6,0.012981
5,Lookup,Succeeded,6,0.008592
6,Lookup,Succeeded,0,0.000017
7,Lookup,Succeeded,6,0.012775
8,Lookup,Succeeded,0,0.000005
9,Lookup,Succeeded,0,0.000002
10,Lookup,Succeeded,0,0.000002
11,Lookup,Succeeded,6,0.007677
12,Lookup,Succeeded,0,0.000004
13,Lookup,Succeeded,12,0.010743
14,Lookup,Succeeded,8,0.008142
15,Lookup,Succeeded,6,0.005927
16,Lookup,Succeeded,6,0.005540
17,Lookup,Succeeded,10,0.010326
18,Lookup,Succeeded,12,0.013546
19,Lookup,Succeeded,14,0.017666
20,Lookup,Succeeded,16,1.009221
21,Lookup,Succeeded,6,0.004361
22,Lookup,Succeeded,10,0.005771
23,Lookup,Succeeded,16,0.010724
24,Lookup,Succeeded,8,0.006126
25,Lookup,Succeeded,2,0.001951
26,Lookup,Succeeded,18,0.012475
27,Lookup,Succeeded,16,0.010007
28,Lookup,Succeeded,16,0.010164
29,Lookup,Succeeded,8,0.006344
30,Lookup,Succeeded,2,0.001962
31,Lookup,Succeeded,16,0.009865
32,Lookup,Succeeded,10,0.006344
33,Lookup,Succeeded,8,0.013340
34,Lookup,Succeeded,0,0.000005
35,Lookup,Succeeded,2,0.005583
36,Lookup,Succeeded,4,0.007903
37,Lookup,Succeeded,2,0.007233
38,Lookup,Succeeded,2,0.008430
39,Lookup,Succeeded,6,0.007961
40,Lookup,Succeeded,2,0.006121
41,Lookup,Succeeded,6,0.005950
42,Lookup,Succeeded,6,0.005739
43,Lookup,Succeeded,6,0.006612
44,Lookup,Succeeded,2,0.010641
45,Lookup,Succeeded,6,0.007444
46,Lookup,Succeeded,8,0.007805
47,Lookup,Succeeded,4,0.005335
48,Lookup,Succeeded,2,0.003178
49,Lookup,Succeeded,8,0.009965
50,Lookup,Succeeded,10,0.011313
51,Lookup,Succeeded,8,0.010022
52,Lookup,Succeeded,8,0.013145
53,Lookup,Succeeded,8,0.009743
54,Lookup,Succeeded,2,0.001780
55,Lookup,Succeeded,8,0.007563
56,Lookup,Succeeded,2,0.002025
57,Lookup,Succeeded,2,0.002031
58,Lookup,Succeeded,2,0.002041
59,Lookup,Succeeded,8,0.008088
60,Lookup,Succeeded,2,0.001967
61,Lookup,Succeeded,14,0.013320
62,Lookup,Succeeded,10,0.012843
63,Lookup,Succeeded,8,0.009716
64,Lookup,Succeeded,8,0.005652
65,Lookup,Succeeded,10,0.010356
66,Lookup,Succeeded,10,0.008473
67,Lookup,Succeeded,10,0.014148
68,Lookup,Succeeded,2,0.008632
69,Lookup,Succeeded,4,0.009178
70,Lookup,Succeeded,6,0.011996
71,Lookup,Succeeded,4,0.004705
72,Lookup,Succeeded,4,0.005643
73,Lookup,Succeeded,4,0.011941
74,Lookup,Succeeded,8,0.011257
75,Lookup,Succeeded,4,0.005870
76,Lookup,Succeeded,0,0.000005
77,Lookup,Succeeded,0,0.000002
78,Lookup,Succeeded,8,0.007388
79,Lookup,Succeeded,4,0.004358
80,Lookup,Succeeded,8,0.006449
81,Lookup,Succeeded,0,0.000007
82,Lookup,Succeeded,2,0.004069
83,Lookup,Succeeded,4,0.009833
84,Lookup,Succeeded,6,0.008574
85,Lookup,Succeeded,4,0.008992
86,Lookup,Succeeded,4,0.012605
87,Lookup,Succeeded,6,0.005014
88,Lookup,Succeeded,4,0.007446
89,Lookup,Succeeded,6,0.006607
90,Lookup,Succeeded,6,0.005061
91,Lookup,Succeeded,6,0.004564
92,Lookup,Succeeded,4,0.006340
93,Lookup,Succeeded,6,0.004185
94,Lookup,Succeeded,10,0.013433
95,Lookup,Succeeded,6,0.007798
96,Lookup,Succeeded,4,0.008000
97,Lookup,Succeeded,10,0.010191
98,Lookup,Succeeded,10,0.007734
99,Lookup,Succeeded,10,0.014312
100,Lookup,Succeeded,6,0.011201
101,Lookup,Succeeded,8,0.010326
102,Lookup,Succeeded,6,0.007721
103,Lookup,Succeeded,6,0.006417
104,Lookup,Succeeded,6,0.006546
105,Lookup,Succeeded,8,0.005780
106,Lookup,Succeeded,6,0.007734
107,Lookup,Succeeded,0,0.000004
108,Lookup,Succeeded,0,0.000002
109,Lookup,Succeeded,8,0.008969
110,Lookup,Succeeded,6,0.007138
111,Lookup,Succeeded,0,0.000004
112,Lookup,Succeeded,12,0.008468
113,Lookup,Succeeded,4,0.003361
114,Lookup,Succeeded,8,0.009940
115,Lookup,Succeeded,10,0.010221
116,Lookup,Succeeded,12,0.012594
117,Lookup,Succeeded,0,0.000009
118,Lookup,Succeeded,12,0.013723
119,Lookup,Succeeded,12,0.010728
120,Lookup,Succeeded,12,0.010173
121,Lookup,Succeeded,6,0.003754
122,Lookup,Succeeded,12,0.013626
123,Lookup,Succeeded,6,0.005539
124,Lookup,Succeeded,6,0.004155
125,Lookup,Succeeded,6,0.003713
126,Lookup,Succeeded,12,0.012411
127,Lookup,Succeeded,6,0.004009
128,Lookup,Succeeded,4,0.002930
129,Lookup,Succeeded,10,0.010642
130,Lookup,Succeeded,0,0.000005
131,Lookup,Succeeded,2,0.001925
132,Lookup,Succeeded,0,0.000004
133,Lookup,Succeeded,0,0.000002
134,Lookup,Succeeded,0,0.000002
135,Lookup,Succeeded,6,0.004307
136,Lookup,Succeeded,0,0.000005
137,Lookup,Succeeded,6,0.004177
138,Lookup,Succeeded,6,0.004288
139,Lookup,Succeeded,6,0.005736
140,Lookup,Succeeded,0,0.000005
141,Lookup,Succeeded,6,0.003888
142,Lookup,Succeeded,2,0.002596
143,Lookup,Succeeded,0,0.000004
144,Lookup,Succeeded,0,0.000002
145,Lookup,Succeeded,4,0.006782
146,Lookup,Succeeded,10,0.014311
147,Lookup,Succeeded,4,0.002927
148,Lookup,Succeeded,4,0.003074
149,Lookup,Succeeded,10,0.014523
150,Lookup,Succeeded,4,0.002857
151,Lookup,Succeeded,0,0.000008
152,Lookup,Succeeded,12,0.011625
153,Lookup,Succeeded,10,0.009317
154,Lookup,Succeeded,10,0.008856
155,Lookup,Succeeded,4,0.002811
156,Lookup,Succeeded,0,0.000005
157,Lookup,Succeeded,10,0.013832
158,Lookup,Succeeded,4,0.006324
159,Lookup,Succeeded,10,0.009196
160,Lookup,Succeeded,10,0.011022
