1,Lookup,Succeeded,2,0.002290
2,Lookup,Succeeded,2,0.003855
3,Lookup,Succeeded,2,0.003478
4,Lookup,Succeeded,0,0.000004
5,Lookup,Succeeded,2,0.003682
6,Lookup,Succeeded,4,0.006932
7,Lookup,Succeeded,6,0.009013
8,Lookup,Succeeded,6,0.013067
9,Lookup,Succeeded,5,0.005973
10,Lookup,Succeeded,5,0.006022
11,Lookup,Succeeded,3,0.003417
12,Lookup,Succeeded,6,0.006736
13,Lookup,Succeeded,5,0.006334
14,Lookup,Succeeded,0,0.000004
15,Lookup,Succeeded,5,0.006738
16,Lookup,Succeeded,5,0.006057
17,Lookup,Succeeded,8,0.010502
18,Lookup,Succeeded,4,0.005279
19,Lookup,Succeeded,7,0.012199
20,Lookup,Succeeded,7,0.013057
21,Lookup,Succeeded,3,0.004848
22,Lookup,Succeeded,4,0.005371
23,Lookup,Succeeded,2,0.002788
24,Lookup,Succeeded,2,0.002532
25,Lookup,Succeeded,2,0.002956
26,Lookup,Succeeded,4,0.005034
27,Lookup,Succeeded,1,0.001547
28,Lookup,Succeeded,8,0.009966
29,Lookup,Succeeded,8,0.009460
30,Lookup,Succeeded,7,0.008585
31,Lookup,Succeeded,7,0.008602
32,Lookup,Succeeded,0,0.000004
33,Lookup,Succeeded,7,0.017879
34,Lookup,Succeeded,3,0.006485
35,Lookup,Succeeded,6,0.010690
36,Lookup,Succeeded,6,0.011288
37,Lookup,Succeeded,2,0.003752
38,Lookup,Succeeded,3,0.004630
39,Lookup,Succeeded,2,0.004506
40,Lookup,Succeeded,2,0.004084
41,Lookup,Succeeded,1,0.002081
42,Lookup,Succeeded,3,0.005005
43,Lookup,Succeeded,0,0.000004
44,Lookup,Succeeded,7,0.011295
45,Lookup,Succeeded,7,0.010774
46,Lookup,Succeeded,6,0.009431
47,Lookup,Succeeded,6,0.009539
48,Lookup,Succeeded,3,0.004735
49,Lookup,Succeeded,1,0.001306
50,Lookup,Succeeded,2,0.002915
51,Lookup,Succeeded,2,0.003502
52,Lookup,Succeeded,3,0.003510
53,Lookup,Succeeded,1,0.003226
54,Lookup,Succeeded,4,0.006927
55,Lookup,Succeeded,5,0.007893
56,Lookup,Succeeded,5,0.007107
57,Lookup,Succeeded,4,0.005867
58,Lookup,Succeeded,4,0.007402
59,Lookup,Succeeded,3,0.003923
60,Lookup,Succeeded,5,0.006242
61,Lookup,Succeeded,4,0.005013
62,Lookup,Succeeded,3,0.004000
63,Lookup,Succeeded,4,0.005205
64,Lookup,Succeeded,4,0.005139
65,Lookup,Succeeded,3,0.005059
66,Lookup,Succeeded,3,0.012026
67,Lookup,Succeeded,3,0.004372
68,Lookup,Succeeded,4,0.008154
69,Lookup,Succeeded,3,0.006723
70,Lookup,Succeeded,3,0.006741
71,Lookup,Succeeded,4,0.006148
72,Lookup,Succeeded,2,0.003586
73,Lookup,Succeeded,2,0.002973
74,Lookup,Succeeded,3,0.004754
75,Lookup,Succeeded,4,0.006513
76,Lookup,Succeeded,2,0.004013
77,Lookup,Succeeded,2,0.004066
78,Lookup,Succeeded,3,0.005403
79,Lookup,Succeeded,4,0.006619
80,Lookup,Succeeded,4,0.006898
81,Lookup,Succeeded,9,0.019254
82,Lookup,Succeeded,5,0.007846
83,Lookup,Succeeded,8,0.014090
84,Lookup,Succeeded,8,0.012492
85,Lookup,Succeeded,4,0.007707
86,Lookup,Succeeded,5,0.007545
87,Lookup,Succeeded,0,0.000004
88,Lookup,Succeeded,0,0.000003
89,Lookup,Succeeded,3,0.004808
90,Lookup,Succeeded,5,0.006926
91,Lookup,Succeeded,2,0.003080
92,Lookup,Succeeded,9,0.012483
93,Lookup,Succeeded,9,0.012542
94,Lookup,Succeeded,8,0.015780
95,Lookup,Succeeded,8,0.011879
96,Lookup,Succeeded,1,0.001435
97,Lookup,Succeeded,0,0.000005
98,Lookup,Succeeded,2,0.005936
99,Lookup,Succeeded,2,0.004009
100,Lookup,Succeeded,3,0.006784
101,Lookup,Succeeded,0,0.000004
102,Lookup,Succeeded,4,0.005913
103,Lookup,Succeeded,4,0.005657
104,Lookup,Succeeded,4,0.004971
105,Lookup,Succeeded,3,0.007538
106,Lookup,Succeeded,3,0.004060
107,Lookup,Succeeded,3,0.003857
108,Lookup,Succeeded,4,0.005098
109,Lookup,Succeeded,3,0.004657
110,Lookup,Succeeded,3,0.003954
111,Lookup,Succeeded,3,0.004092
112,Lookup,Succeeded,3,0.004465
113,Lookup,Succeeded,4,0.007141
114,Lookup,Succeeded,2,0.002841
115,Lookup,Succeeded,2,0.002470
116,Lookup,Succeeded,3,0.006761
117,Lookup,Succeeded,4,0.004542
118,Lookup,Succeeded,4,0.005373
119,Lookup,Succeeded,2,0.002414
120,Lookup,Succeeded,2,0.002385
121,Lookup,Succeeded,1,0.003221
122,Lookup,Succeeded,1,0.002223
123,Lookup,Succeeded,3,0.003582
124,Lookup,Succeeded,2,0.002195
125,Lookup,Succeeded,1,0.001296
126,Lookup,Succeeded,3,0.004468
127,Lookup,Succeeded,1,0.001317
128,Lookup,Succeeded,1,0.001671
129,Lookup,Succeeded,1,0.003218
130,Lookup,Succeeded,6,0.007674
131,Lookup,Succeeded,0,0.000004
132,Lookup,Succeeded,0,0.000004
133,Lookup,Succeeded,5,0.007127
134,Lookup,Succeeded,6,0.010448
135,Lookup,Succeeded,2,0.002637
136,Lookup,Succeeded,2,0.003108
137,Lookup,Succeeded,4,0.008151
138,Lookup,Succeeded,6,0.007803
139,Lookup,Succeeded,3,0.005082
140,Lookup,Succeeded,1,0.001115
141,Lookup,Succeeded,1,0.001182
142,Lookup,Succeeded,0,0.000004
143,Lookup,Succeeded,0,0.000003
144,Lookup,Succeeded,2,0.002890
145,Lookup,Succeeded,2,0.005611
146,Lookup,Succeeded,3,0.003423
147,Lookup,Succeeded,3,0.004270
148,Lookup,Succeeded,0,0.000004
149,Lookup,Succeeded,0,0.000003
150,Lookup,Succeeded,4,0.008747
151,Lookup,Succeeded,4,0.005062
152,Lookup,Succeeded,2,0.002508
153,Lookup,Succeeded,0,0.000004
154,Lookup,Succeeded,4,0.005439
155,Lookup,Succeeded,2,0.004936
156,Lookup,Succeeded,4,0.004323
157,Lookup,Succeeded,4,0.005822
158,Lookup,Succeeded,0,0.000004
159,Lookup,Succeeded,3,0.003421
160,Lookup,Succeeded,3,0.003379
